id,type,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
8466,tdpseTerbit,,VIVO BROWSER,asia-browser.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.11/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b4cd63fbf4f446698a8959a5b522624d.png,TERDAFTAR,8382
8465,tdpseTerbit,,VIVO.COM APPLICATION,asia-expweb.vivo.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.10/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/329505453599e208d8464e70b8007f69.png,TERDAFTAR,8381
8464,tdpseTerbit,,VIVO.COM OFFICIAL WEBSITE,vivo.com/id/,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.09/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/e0ffe9d55c903dcbf267d1da12831839.png,TERDAFTAR,8380
8463,tdpseTerbit,,VIVO GAME CENTER,in-gamecenter.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.08/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/40e220bb7756a28aa055e6e4b5d3c3f1.png,TERDAFTAR,8379
8462,tdpseTerbit,,VIVO GAME CENTER,payglobal.vivo.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.07/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b8a74bd67d9793c5fc14d629ac559043.png,TERDAFTAR,8378
8461,tdpseTerbit,,VIVO GAME CENTER,asia-gamecenter.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.06/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/e2e8a29d1411cfdb69e1c40c02fa0be8.png,TERDAFTAR,8377
8460,tdpseTerbit,,VIVO GAME CENTER,pay.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.05/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/62bb078425a3103ef3b1e6a20036d75e.png,TERDAFTAR,8376
8459,tdpseTerbit,,VIVO BROWSER,asia-browser.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/c18f9767e35695297bf9897455dddd75.png,TERDAFTAR,8375
8458,tdpseTerbit,,VIVO BROWSER,asia-browser.vivoglobal.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/39531d017a0d46e695c06aad536f9d5c.png,TERDAFTAR,8374
8457,tdpseTerbit,,VIVO.COM APPLICATION,asia-expweb.vivo.com,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/d0a139ed86aa785d7c9643cb5a48c1fe.png,TERDAFTAR,8373
8456,tdpseTerbit,,SHOP.VIVO.COM,shop.vivo.com/id/,Sektor Teknologi Informasi dan Komunikasi,"VIVO MOBILE COMMUNICATION CO., LTD.",2022-07-21,005937.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/3f8a482ab77bb48a8309263609a5b218.png,TERDAFTAR,8372
8279,tdpseTerbit,,XSHOT,winnerinter.co.id,Sektor Teknologi Informasi dan Komunikasi,PT  Winner Interactive,2022-07-20,005837.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/3e6453dc1960a7e2ca3324df7127f2af.png,TERDAFTAR,8198
8278,tdpseTerbit,,HELLO SEHAT,hellosehat.com,Sektor Teknologi Informasi dan Komunikasi,HELLO HEALTH GROUP PTE LTD,2022-07-20,005836.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/0144fdc7836a75bdb0fe95fceee69efe.png,TERDAFTAR,8195
8277,tdpseTerbit,,SNAPCHAT,snapchat.com,Sektor Teknologi Informasi dan Komunikasi,SNAPCHAT INC.,2022-07-20,005835.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/1dda1942bd83a241b8a55f6830b9d234.png,TERDAFTAR,8194
8275,tdpseTerbit,,TWITTER,twitter.com,Sektor Teknologi Informasi dan Komunikasi,TWITTER INC,2022-07-20,005834.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/546470b8ee206670ee43b48c902cc086.png,TERDAFTAR,8193
8274,tdpseTerbit,,LINE GAMES,line.me/en/?game#allProduct,Sektor Teknologi Informasi dan Komunikasi,LINE CORPORATION,2022-07-20,005833.05/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/12001a7c7e123efb69f10008f9eb597b.png,TERDAFTAR,8192
8273,tdpseTerbit,,LINE STORE,store.line.me/home/id,Sektor Perdagangan,LINE CORPORATION,2022-07-20,005833.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/38fd023e0cb5e468163647d6e056c0b8.png,TERDAFTAR,8191
8272,tdpseTerbit,,WEBTOON,webtoons.com/id,Sektor Teknologi Informasi dan Komunikasi,LINE CORPORATION,2022-07-20,005833.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/84d4c780c66ccb42ab118541ed3a87c7.png,TERDAFTAR,8190
8271,tdpseTerbit,,LINE MESSENGER,line.me/id/,Sektor Teknologi Informasi dan Komunikasi,LINE CORPORATION,2022-07-20,005833.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/0d3b6e57ad5c7b45bf9ed45025955d8e.png,TERDAFTAR,8189
8270,tdpseTerbit,,LINE,line.me/id/,Sektor Teknologi Informasi dan Komunikasi,LINE CORPORATION,2022-07-20,005833.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/64c7f7f5447cf71afbc5178408195602.png,TERDAFTAR,8188
8268,tdpseTerbit,,AUK INDUSTRIES,auk.industries,Sektor Teknologi Informasi dan Komunikasi,AUK INDUSTRIES PTE. LTD.,2022-07-20,005832.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/7bb80ab335d55b5085a78e5a27f39d26.png,TERDAFTAR,8186
8267,tdpseTerbit,,AUK INDUSTRIES SYSTEM,ops.auk.industries,Sektor Teknologi Informasi dan Komunikasi,AUK INDUSTRIES PTE. LTD.,2022-07-20,005832.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/850102da6fda5f114849ba6f7d573806.png,TERDAFTAR,8185
8266,tdpseTerbit,,PARTYING,partying.sg,Sektor Perdagangan,OLA PARTY PTE. LTD.,2022-07-20,005831.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/8216d4b5053132b9a3f50ea521d58314.png,TERDAFTAR,8184
8262,tdpseTerbit,,IDLE MONSTER GO,mjhw.hnmaiji.com,Sektor Perdagangan,"GUANGZHOU MAIJI INFORMATION TECHNOLOGY CO.,LTD",2022-07-20,005830.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/967ccbc23a85e26af0e69d2450bf86da.png,TERDAFTAR,8179
8261,tdpseTerbit,,TENSURA: KING OF MONSTERS,global.wdyxgames.com,Sektor Teknologi Informasi dan Komunikasi,HOOLAIGAME,2022-07-20,005829.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f89cabbf1a2f3dfb91c73902135ecfbb.png,TERDAFTAR,8178
8260,tdpseTerbit,,FUTURE FOOTBALL MANAGER,global.wdyxgames.com,Sektor Teknologi Informasi dan Komunikasi,HOOLAIGAME,2022-07-20,005829.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b839791ed4451474d292d8c4ed7eafdd.png,TERDAFTAR,8177
8259,tdpseTerbit,,ULTIMATE FOOTBALL CLUB,hoolaigames.com,Sektor Teknologi Informasi dan Komunikasi,HOOLAIGAME,2022-07-20,005829.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/78e12b8eab38d5edfdae53026c196fec.png,TERDAFTAR,8176
8258,tdpseTerbit,,CHAMPIONS MANAGER MOBASAKA,hoolaigames.com,Sektor Teknologi Informasi dan Komunikasi,HOOLAIGAME,2022-07-20,005829.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b4acbfccadab8e0b4daa4204bb6fc67b.png,TERDAFTAR,8175
8257,tdpseTerbit,,AUTO CHESS,zizouqi.com,Sektor Teknologi Informasi dan Komunikasi,Long Entertainment Company Limited,2022-07-20,005828.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/387a767af07fc330d772ea85580c6bcb.png,TERDAFTAR,8174
9411,tdpseTerbit,,VOOV,voovmeeting.com/index.html,Sektor Teknologi Informasi dan Komunikasi,ACEVILLE PTE. LTD.,2022-07-29,005825.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/06e432f95de3ffa2f63f5e8004e87c8c.png,TERDAFTAR,9321
8253,tdpseTerbit,,TENCENT CLOUD INTERNATIONAL,tencentcloud.com/?lang=en&pg=,Sektor Teknologi Informasi dan Komunikasi,ACEVILLE PTE. LTD.,2022-07-20,005825.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/97354cfa78c28b4fd2958393b4fd1fc6.png,TERDAFTAR,8173
8252,tdpseTerbit,,PUBG: BATTLEGROUNDS,krafton.com/en/,Sektor Teknologi Informasi dan Komunikasi,"KRAFTON, INC.",2022-07-20,005823.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/c5cd17a2cc615d88bac855292f1a54ff.png,TERDAFTAR,8171
8251,tdpseTerbit,,NEW STATE MOBILE,krafton.com/en/,Sektor Teknologi Informasi dan Komunikasi,"KRAFTON, INC.",2022-07-20,005823.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/86e4d574cbd7ae297dba5959b110c171.png,TERDAFTAR,8170
8250,tdpseTerbit,,GAMELOOP,gameloop.com/id/,Sektor Teknologi Informasi dan Komunikasi,HONG KONG GATHERING MEDIA LIMITED,2022-07-20,005821.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/dac1bbe0ca1b8e40d2ba8ec41b52df64.png,TERDAFTAR,8169
8247,tdpseTerbit,,WETV,wetv.vip/id,Sektor Teknologi Informasi dan Komunikasi,IMAGE FUTURE INVESTMENT (HK) LIMITED,2022-07-20,005819.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/7a6029b02bbc61b42752aabd2079245c.png,TERDAFTAR,8165
8246,tdpseTerbit,,LINGOACE,lingoace.com/id/,Sektor Teknologi Informasi dan Komunikasi,PPLINGO PTE LTD,2022-07-20,005818.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/cd2ca54a43135302c94d28da1c152446.png,TERDAFTAR,8164
8245,tdpseTerbit,,REVIVED WITCH,play.google.com/store/apps/details?id=com.YoStarEN.RevivedWitch&hl=en&gl=US;apps.apple.com/us/app/revived-witch/id1554968811,Sektor Teknologi Informasi dan Komunikasi,YOSTAR (HONGKONG) LIMITED,2022-07-20,005817.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/4519bb8e6c4d01b6e5fc73773b6dad4f.png,TERDAFTAR,8163
8244,tdpseTerbit,,ARKNIGHTS,play.google.com/store/apps/details?id=com.YoStarEN.Arknights;apps.apple.com/us/app/id1464872022?mt=8,Sektor Teknologi Informasi dan Komunikasi,YOSTAR (HONGKONG) LIMITED,2022-07-20,005817.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/72d0517c8b470cf00c835096be32c5a2.png,TERDAFTAR,8162
8243,tdpseTerbit,,MAHJONG SOUL,play.google.com/store/apps/details?id=com.YoStarEN.MahjongSoul;apps.apple.com/us/app/id1464872167,Sektor Teknologi Informasi dan Komunikasi,YOSTAR (HONGKONG) LIMITED,2022-07-20,005817.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/ce7e16bfdef42b5a7698702e8da11f7a.png,TERDAFTAR,8161
8242,tdpseTerbit,,AZUR LANE,play.google.com/store/apps/details?id=com.YoStarEN.AzurLane;apps.apple.com/us/app/azur-lane/id1411126549?l=zh&ls=1,Sektor Teknologi Informasi dan Komunikasi,YOSTAR (HONGKONG) LIMITED,2022-07-20,005817.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/e442a3308e52b4414a18ca93a33f0cc3.png,TERDAFTAR,8160
8240,tdpseTerbit,,LEAGUE OF LEGENDS: WILD RIFT,wildrift.leagueoflegends.com/id-id/,Sektor Teknologi Informasi dan Komunikasi,RIOT GAMES SERVICES PTE. LTD.,2022-07-20,005816.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/25e85702b45b773149d92439775b9406.png,TERDAFTAR,8159
8239,tdpseTerbit,,VALORANT,playvalorant.com/id-id/,Sektor Teknologi Informasi dan Komunikasi,RIOT GAMES SERVICES PTE. LTD.,2022-07-20,005816.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/e9ae6bc3d7c62e1861d52d861873f2d8.png,TERDAFTAR,8158
8238,tdpseTerbit,,LEGENDS OF RUNETERRA,playruneterra.com/en-us/,Sektor Teknologi Informasi dan Komunikasi,RIOT GAMES SERVICES PTE. LTD.,2022-07-20,005816.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/57e6168b7eab80b166d68f7e255ab874.png,TERDAFTAR,8157
8236,tdpseTerbit,,LUDIGAMES,play.ludigames.com,Sektor Teknologi Informasi dan Komunikasi,LUDIGAMES,2022-07-20,005815.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/bf3b777cc4606b15c68869f50e9bc2cf.png,TERDAFTAR,8155
8235,tdpseTerbit,,RAZER GOLD,gold.razer.com,Sektor Perdagangan,RAZER ONLINE PTE LTD,2022-07-20,005814.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/af3749326205849ee64836fbd87296f7.png,TERDAFTAR,8153
8234,tdpseTerbit,,WECHAT,play.google.com/store/apps/details?id=com. tencent.mm&hl=in&gl=US,Sektor Teknologi Informasi dan Komunikasi,WECHAT INTERNATIONAL PTE. LTD.,2022-07-20,005813.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/ba9dee67f018fc9c34671c0a7ce9ebfe.png,TERDAFTAR,8152
8232,tdpseTerbit,,RICHTHINKER,com.bcacrfzx.richthinker,Sektor Teknologi Informasi dan Komunikasi,YANHAIGE2022,2022-07-20,005811.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/13604fda5c4ad109f652b8e91c53aec1.png,TERDAFTAR,8151
8231,tdpseTerbit,,TINDER,tinder.com,Sektor Teknologi Informasi dan Komunikasi,"MATCH GROUP, LLC.",2022-07-20,005810.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/99cb855d896038bc22208cd579c8a921.png,TERDAFTAR,8150
8230,tdpseTerbit,,Z DAY: HEARTS OF HEROES,play.google.com/store/apps/details?id=com.kingsgroup.ww2; apps.apple.com/us/app/z-day-hearts-of-heroes/id1374225046,Sektor Teknologi Informasi dan Komunikasi,FUNPLUS INTERNATIONAL AG,2022-07-20,005809.05/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/0a790b5bd63d27d40f0b501458655123.png,TERDAFTAR,8148
8229,tdpseTerbit,,CALL OF ANTIA: MATCH 3 RPG,callofantia.com/; play.google.com/store/apps/details?id=com.funplus.coa,Sektor Teknologi Informasi dan Komunikasi,FUNPLUS INTERNATIONAL AG,2022-07-20,005809.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/4dbad45656c450219547a635c2dc6061.png,TERDAFTAR,8147
8228,tdpseTerbit,,GUNS OF GLORY,gog.kingsgroupgames.com/; play.google.com/store/apps/details?id=com.diandian.gog,Sektor Teknologi Informasi dan Komunikasi,FUNPLUS INTERNATIONAL AG,2022-07-20,005809.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/d95233b24342a89ca8471950ba8365eb.png,TERDAFTAR,8146
8227,tdpseTerbit,,ES DAN API: KING OF AVALON,koa.kingsgroupgames.com/; play.google.com/store/apps/details?id=com.funplus.kingofavalon,Sektor Teknologi Informasi dan Komunikasi,FUNPLUS INTERNATIONAL AG,2022-07-20,005809.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/5eb0037470fcb9f711f55a7d6309a0c7.png,TERDAFTAR,8145
8226,tdpseTerbit,,STATE OF SURVIVAL,sos.kingsgroupgames.com; play.google.com/store/apps/details?id=com.kingsgroup.sos,Sektor Teknologi Informasi dan Komunikasi,FUNPLUS INTERNATIONAL AG,2022-07-20,005809.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/1c29495b119444f0a415a64b232549c3.png,TERDAFTAR,8144
8219,tdpseTerbit,,ENSEMBLE STARS MUSIC,ensemblestars.com,Sektor Teknologi Informasi dan Komunikasi,HAPPY ELEMENTS LIMITED,2022-07-20,005807.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/a985c168caa0a2c23278945f2082d658.png,TERDAFTAR,8138
8193,tdpseTerbit,,DREAME,play.google.com/store/apps/details?id=com.dreame.reader&hl=en_US&gl=US; https://apps.apple.com/au/app/dreame-read-best-romance/id1421091911,Sektor Teknologi Informasi dan Komunikasi,STARY PTE. LTD.,2022-07-20,005802.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/5bf31bc6f720f935d700e2a497fb0c60.png,TERDAFTAR,8112
8192,tdpseTerbit,,INNOVEL,play.google.com/store/apps/details?id=com.dreame.reader.indonesia&hl=en_US&gl=US; https://apps.apple.com/us/app/innovel/id1529082813,Sektor Teknologi Informasi dan Komunikasi,STARY PTE. LTD.,2022-07-20,005802.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/37490e6c5a67c1ce3fce58282d60a2fc.png,TERDAFTAR,8111
8159,tdpseTerbit,,ELEMENT INC.,discoverelement.com,Sektor Teknologi Informasi dan Komunikasi,ELEMENT INC.,2022-07-20,005793.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/305ad94b03fc4475ac91db91566d9d95.png,TERDAFTAR,8080
8157,tdpseTerbit,,ZOOM.US,zoom.us,Sektor Teknologi Informasi dan Komunikasi,"ZOOM VIDEO COMMUNICATIONS, INC.",2022-07-20,005790.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/781ae57ace43a88db30f2b0e6b717f44.png,TERDAFTAR,8077
8154,tdpseTerbit,,WWW.GOLDENTULIP.COM,goldentulip.com,Sektor Teknologi Informasi dan Komunikasi,LOUVRE HOTELS GROUP,2022-07-20,005788.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/fe7116cf39ac44ccd701457edcadd438.png,TERDAFTAR,8074
8153,tdpseTerbit,,WWW.KYRIAD.COM,kyriad.com,Sektor Teknologi Informasi dan Komunikasi,LOUVRE HOTELS GROUP,2022-07-20,005788.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/4f3ab3faa0b026e42906c0e4d1d309b5.png,TERDAFTAR,8073
8150,tdpseTerbit,,APPLE APP STORE,apps.apple.com,Sektor Teknologi Informasi dan Komunikasi,APPLE DISTRIBUTION INTERNATIONAL LIMITED,2022-07-20,005787.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/19d3dd1789aea0ac97f082aa0747a684.png,TERDAFTAR,8071
8149,tdpseTerbit,,ICLOUD,icloud.com,Sektor Teknologi Informasi dan Komunikasi,APPLE DISTRIBUTION INTERNATIONAL LIMITED,2022-07-20,005787.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/6f583a7b17550deaab02e6130311fe03.png,TERDAFTAR,8070
